상가업소번호,상호명,상권업종중분류명,행정동명,경도,위도,기초지자체 방문자 비율,상권분류
MA0106202201A1469259,롯데시네마경주황성_티켓외,한식,황성동,129.2181173,35.88078515,3.2,로컬상권
MA0106202201A2301794,시골여행감포점,한식,감포읍,129.4907698,35.78167217,4.5,로컬상권
MA0106202201A1573196,카가와식당경주점,일식,황남동,129.2093191,35.83427334,10.7,핫플레이스
MA0106202201A1825041,이상복경주빵본사판매점,기타 간이,황남동,129.2087905,35.83316576,10.7,핫플레이스
MA0106202201A0625358,풀무원푸드앤컬처원전인력양성원,한식,감포읍,129.4928268,35.77212402,4.5,로컬상권
MA0106202201A1825045,이상복경주빵경주IC점,기타 간이,황남동,129.2036305,35.81703264,10.7,핫플레이스
MA0106202201A1825047,이상복경주빵보문본가,기타 간이,보덕동,129.2641162,35.85265229,12.9,핫플레이스
MA0106202201A0010423,버거킹경주용강DT점,기타 간이,용강동,129.2298856,35.88075637,1.6,로컬상권
MA0106202201A1825043,이상복경주빵본가,기타 간이,월성동,129.2193777,35.83587199,7.1,핫플레이스
MA0106202201A0153362,커피빈경주미탐시티,비알코올 ,보덕동,129.2898593,35.83455809,12.9,핫플레이스
MA0106202201A0010545,비케이알경주터미널FS점,기타 간이,황남동,129.2030803,35.83794705,10.7,핫플레이스
MA0106202201A1461256,수연당,기타 간이,황오동,129.2176351,35.84204028,11.3,핫플레이스
MA0106202201A1825044,이상복경주빵터미널지점,기타 간이,황오동,129.203016,35.83882225,11.3,핫플레이스
MA0106202201A1258148,도검오마카세,서양식,용강동,129.229135,35.88399602,1.6,로컬상권
MA0106202201A0878939,외동휴게소울산,한식,외동읍,129.2854987,35.67147152,5.0,핫플레이스
MA0106202201A0625205,풀무원푸드앤컬처주택금융공사미래인재원,한식,감포읍,129.491369,35.77182088,4.5,로컬상권
MA0106202201A0422216,달콤커피경주,비알코올 ,황오동,129.2043812,35.8389684,11.3,핫플레이스
MA0106202201A1469669,경주시청황리단길생활문화센터,한식,황남동,129.210497,35.83525183,10.7,핫플레이스
MA0106202201A0393684,세라젬웰카페경주노동점,한식,황오동,129.2131101,35.84207869,11.3,핫플레이스
MA0106202201A0625202,풀무원푸드앤컬처현대자동차영남교육시설,한식,양남면,129.4567855,35.67036723,4.6,로컬상권
MA0106202202A2319972,프프프베이커리,한식,황남동,129.2097235,35.83608601,10.7,핫플레이스
MA0106202201A1825042,이상복경주빵보문점,한식,보덕동,129.2852476,35.83657412,12.9,핫플레이스
MA0106202202A0056362,이디야국립경주박물관점,비알코올 ,월성동,129.2286804,35.82942849,7.1,핫플레이스
MA010120220809127514,보쌈이야기,한식,성건동,129.2070132,35.85487758,3.3,로컬상권
MA010120220805994745,박군꼬치,주점,안강읍,129.1955341,36.00182182,3.2,로컬상권
MA010120220806370328,포석정,비알코올 ,황남동,129.2094706,35.80701385,10.7,핫플레이스
MA010120220813796744,로보티머,비알코올 ,선도동,129.1857081,35.84403113,2.0,로컬상권
MA010120220809108471,고향숯불갈비,한식,천북면,129.2889854,35.92648829,3.4,로컬상권
MA010120220811220602,바실라,비알코올 ,불국동,129.311634,35.80171302,6.1,핫플레이스
MA010120220814112148,아러이막막,기타 간이,선도동,129.1894765,35.84142154,2.0,로컬상권
MA010120220800532450,꽃길,비알코올 ,황남동,129.2068281,35.83861712,10.7,핫플레이스
MA010120220809710094,또묵꼬묵꼬,기타 간이,성건동,129.2098803,35.85369855,3.3,로컬상권
MA010120220804993467,유니정원,기타 간이,불국동,129.3267271,35.78412198,6.1,핫플레이스
MA010120220813876809,밀면당기고,한식,황오동,129.2196705,35.84161524,11.3,핫플레이스
MA010120220803149702,황오당,기타 간이,황오동,129.2147788,35.84120095,11.3,핫플레이스
MA010120220813375792,다현추어탕,한식,성건동,129.2075938,35.85027158,3.3,로컬상권
MA010120220805461764,좋은인연,비알코올 ,양남면,129.4673955,35.68000723,4.6,로컬상권
MA010120220805961402,모모케이크샵,기타 간이,성건동,129.2075834,35.8534885,3.3,로컬상권
MA010120220809121461,외동맷돌순두부,한식,외동읍,129.3245128,35.70955917,5.0,핫플레이스
MA010120220809324490,경주마당불손칼국수,한식,황오동,129.2174651,35.84348509,11.3,핫플레이스
MA010120220810186445,손가맥집,주점,황남동,129.2122737,35.83507495,10.7,핫플레이스
MA010120220808444278,해피조이,기타 간이,황성동,129.2102152,35.86575735,3.2,로컬상권
MA010120220812320278,순수치킨,기타 간이,외동읍,129.3236489,35.67065987,5.0,핫플레이스
MA010120220808503729,주전자막걸리,주점,용강동,129.225091,35.88469276,1.6,로컬상권
MA010120220814016196,신구한식당,한식,천북면,129.2709759,35.89754719,3.4,로컬상권
MA010120220805218224,단추식당,주점,동천동,129.2259728,35.85448261,2.1,로컬상권
MA010120220809130988,좋은하루,주점,건천읍,129.1052481,35.84928882,7.6,핫플레이스
MA010120220808013076,한우한판,한식,현곡면,129.1748865,35.88984766,1.2,로컬상권
MA010120220808614253,형아분식,기타 간이,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220803098857,꼴로스,동남아시아,성건동,129.2062366,35.84323233,3.3,로컬상권
MA010120220809118785,에덴숯불식당,한식,선도동,129.1774963,35.84482904,2.0,로컬상권
MA010120220803448003,도은,한식,감포읍,129.5023273,35.80678597,4.5,로컬상권
MA010120220809128257,사거리떡방앗간,기타 간이,안강읍,129.2283391,35.99096299,3.2,로컬상권
MA010120220812712440,수다방,비알코올 ,서면,129.0480446,35.89506107,0.9,로컬상권
MA010120220805985110,통영원산반점2,중식,선도동,129.1827286,35.8431302,2.0,로컬상권
MA010120220809103834,베스킨라빈스,기타 간이,황오동,129.2118079,35.8422108,11.3,핫플레이스
MA010120220812103999,정촌돼지국밥,한식,외동읍,129.3359776,35.67350275,5.0,핫플레이스
MA010120220808809183,꼬꼬,기타 간이,안강읍,129.2150501,35.9895333,3.2,로컬상권
MA010120220804145983,줄줄이행복분식,기타 간이,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220812009433,금오산전통칼국수,한식,황남동,129.2057652,35.79822459,10.7,핫플레이스
MA010120220812458404,간이역국수,주점,불국동,129.3067145,35.77234378,6.1,핫플레이스
MA010120220809123976,네코짱,일식,황오동,129.2134208,35.84131608,11.3,핫플레이스
MA010120220803073488,이디야커피동천현대점,비알코올 ,동천동,129.2264509,35.85218511,2.1,로컬상권
MA010120220809167005,라플레르,한식,동천동,129.2431227,35.84250408,2.1,로컬상권
MA010120220810196523,하영산장,한식,산내면,129.0591563,35.65989595,1.0,로컬상권
MA010120220809126434,커피안단테,비알코올 ,황성동,129.2182915,35.86758171,3.2,로컬상권
MA010120220803426720,교촌가,기타 간이,황남동,129.2136335,35.83304057,10.7,핫플레이스
MA010120220812259254,고서방칡냉면바다장어구이,한식,동천동,129.2261222,35.85111896,2.1,로컬상권
MA010120220809114040,돈쓰김,기타 간이,안강읍,129.196221,36.00499888,3.2,로컬상권
MA010120220810382826,향화꼬치,한식,성건동,129.2070206,35.85434583,3.3,로컬상권
MA010120220803141252,터미널옛날통닭,기타 간이,황오동,129.2027991,35.84097973,11.3,핫플레이스
MA010120220809639675,완도참전복집,한식,동천동,129.2257348,35.85626207,2.1,로컬상권
MA010120220808795066,대박포차,주점,안강읍,129.2150501,35.9895333,3.2,로컬상권
MA010120220807172333,정가국수,한식,선도동,129.1642552,35.8385267,2.0,로컬상권
MA010120220805144046,불국사토함산밀면,한식,불국동,129.2981952,35.77751672,6.1,핫플레이스
MA010120220809289659,동방식당,기타 간이,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220811200007,비빔밥,한식,황성동,129.2116763,35.8665504,3.2,로컬상권
MA010120220803162380,국수나무용황지구점,한식,용강동,129.2280009,35.8834314,1.6,로컬상권
MA010120220804457155,진성FNC,기타 간이,황성동,129.2108229,35.86571913,3.2,로컬상권
MA010120220814278373,카페노프랭크,비알코올 ,보덕동,129.293309,35.84484511,12.9,핫플레이스
MA010120220809126306,쇼케이스스틸룸,서양식,황오동,129.2104457,35.8421728,11.3,핫플레이스
MA010120220809115494,거래처,주점,황성동,129.2112504,35.8675584,3.2,로컬상권
MA010120220809114442,팔우정촌두부,한식,황오동,129.2162908,35.84145238,11.3,핫플레이스
MA010120220809119196,이문안,한식,강동면,129.2817218,35.96436126,1.8,로컬상권
MA010120220809100682,검찰청구내매점,구내식당·뷔페,황오동,129.2103881,35.84528247,11.3,핫플레이스
MA010120220813647658,더족보,한식,안강읍,129.2188259,35.99252697,3.2,로컬상권
MA010120220813656815,브로스커피,비알코올 ,월성동,129.2401375,35.81466357,7.1,핫플레이스
MA010120220812752135,카페라비,비알코올 ,감포읍,129.4934407,35.76593946,4.5,로컬상권
MA010120220809107921,한마음식당,한식,외동읍,129.3252288,35.7148074,5.0,핫플레이스
MA010120220800834001,헤라노래궁,주점,동천동,129.2237161,35.85492087,2.1,로컬상권
MA010120220803132472,공차경주노동점,비알코올 ,황오동,129.2133165,35.84353458,11.3,핫플레이스
MA010120220813904305,레이지선데이,비알코올 ,황남동,129.210315,35.83746274,10.7,핫플레이스
MA010120220812824129,샌드리아,기타 간이,황성동,129.2138268,35.86586202,3.2,로컬상권
MA010120220808140273,봉황국밥,한식,황오동,129.2098667,35.84244476,11.3,핫플레이스
MA010120220805482926,커피뉴빈,비알코올 ,황성동,129.2139624,35.86755348,3.2,로컬상권
MA010120220809127295,CH푸드,구내식당·뷔페,천북면,129.2748489,35.90750226,3.4,로컬상권
MA010120220807030098,일억원짜장,중식,건천읍,129.1008228,35.8480958,7.6,핫플레이스
MA010120220809110599,초원,주점,양남면,129.463452,35.67494325,4.6,로컬상권
MA010120220810254998,해천농원,한식,보덕동,129.328217,35.87639395,12.9,핫플레이스
MA010120220809116977,치코파닭,기타 간이,성건동,129.2075834,35.8534885,3.3,로컬상권
MA010120220814103848,얼큰동태시원굴국밥,한식,안강읍,129.1925831,35.99976742,3.2,로컬상권
MA010120220809021204,행복맛집,기타 간이,안강읍,129.1928865,36.00111341,3.2,로컬상권
MA010120220813663476,경양식,서양식,황남동,129.2101612,35.83670869,10.7,핫플레이스
MA010120220809111804,호식이두마리치킨,기타 간이,건천읍,129.1009543,35.84846294,7.6,핫플레이스
MA010120220807161513,이조실비,주점,내남면,129.198447,35.75098117,4.1,로컬상권
MA010120220813320247,남해식당,한식,동천동,129.2280987,35.8505597,2.1,로컬상권
MA010120220809150056,경북경주시니어클럽루왁,비알코올 ,황오동,129.211804,35.84127378,11.3,핫플레이스
MA010120220813092666,옹심이칼국수,한식,안강읍,129.1938484,36.00101472,3.2,로컬상권
MA010120220802932523,상하이푸드,중식,외동읍,129.3126504,35.67141235,5.0,핫플레이스
MA010120220809131385,동해민물매운탕식당,한식,외동읍,129.3228125,35.71568304,5.0,핫플레이스
MA010120220805205699,카페로드,비알코올 ,외동읍,129.3274671,35.71313323,5.0,핫플레이스
MA010120220809106914,유수정,한식,불국동,129.3182148,35.78800773,6.1,핫플레이스
MA010120220809595185,세나다방,비알코올 ,안강읍,129.2250246,35.98979914,3.2,로컬상권
MA010120220803709514,레트로지,기타 간이,성건동,129.2052661,35.85573863,3.3,로컬상권
MA010120220809123850,달인한우소고기국밥;돼지찌게,한식,동천동,129.2327741,35.8452108,2.1,로컬상권
MA010120220811785404,옛골청국장,한식,안강읍,129.2282362,35.99282101,3.2,로컬상권
MA010120220803829418,정아노래단란주점,주점,강동면,129.2741958,35.98790357,1.8,로컬상권
MA010120220805145321,도초,한식,황남동,129.192335,35.80052475,10.7,핫플레이스
MA010120220813737707,빙고호프,주점,황오동,129.2157709,35.84742688,11.3,핫플레이스
MA010120220809131476,삼일국수열무보리밥,한식,천북면,129.2418943,35.9112309,3.4,로컬상권
MA010120220809160046,삼성분식,기타 간이,강동면,129.2857687,36.0062894,1.8,로컬상권
MA010120220811873358,진성닭갈비.신라찜닭.김형우족발,한식,동천동,129.2357478,35.84391205,2.1,로컬상권
MA010120220812606308,샷타,일식,황남동,129.2103092,35.83566075,10.7,핫플레이스
MA010120220800290357,달봉김밥,기타 간이,안강읍,129.2252962,35.98999233,3.2,로컬상권
MA010120220812844206,소판당,한식,성건동,129.2137444,35.85016738,3.3,로컬상권
MA010120220809130189,대장부,한식,안강읍,129.2151221,35.99012664,3.2,로컬상권
MA010120220806974566,시골식당,한식,외동읍,129.3288956,35.6809745,5.0,핫플레이스
MA010120220801142750,황성떡집,기타 간이,황성동,129.2142489,35.87267512,3.2,로컬상권
MA010120220808148718,원가어탕,한식,황오동,129.2100108,35.84564082,11.3,핫플레이스
MA010120220809110391,밥먹고술먹고,주점,황성동,129.2194776,35.86803734,3.2,로컬상권
MA010120220801136342,빙그레꽈베기,기타 간이,동천동,129.2328651,35.84727249,2.1,로컬상권
MA010120220809118145,칠칠다방,비알코올 ,안강읍,129.2275715,35.99126558,3.2,로컬상권
MA010120220810660237,대복다방,비알코올 ,건천읍,129.1054381,35.84935757,7.6,핫플레이스
MA010120220809111256,산성숯불갈비,한식,월성동,129.2581148,35.84514252,7.1,핫플레이스
MA010120220808069505,양북식당,한식,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220804633530,미쳐버린파닭,기타 간이,성건동,129.1898758,35.8627781,3.3,로컬상권
MA010120220809126036,네네치킨충효점,기타 간이,선도동,129.1872427,35.84188573,2.0,로컬상권
MA010120220809128045,우리집순두부,한식,내남면,129.2060735,35.76016743,4.1,로컬상권
MA010120220800299762,코꾼지,한식,현곡면,129.2017173,35.86668836,1.2,로컬상권
MA010120220812526718,인정푸드,기타 간이,성건동,129.2063325,35.85427738,3.3,로컬상권
MA010120220809106962,현대밀면,한식,황오동,129.2075533,35.844821,11.3,핫플레이스
MA010120220812272507,오니와플,기타 간이,월성동,129.2292619,35.84071677,7.1,핫플레이스
MA010120220809114915,숯불구이삼겹살더홈,기타 간이,성건동,129.2104795,35.85455253,3.3,로컬상권
MA010120220809111467,유승식육식당,한식,선도동,129.1811386,35.84366367,2.0,로컬상권
MA010120220809115228,화목돼지국밥,한식,황성동,129.214368,35.86502308,3.2,로컬상권
MA010120220813124972,헬로!리로,비알코올 ,황오동,129.2102144,35.8422131,11.3,핫플레이스
MA010120220803443089,한방족발,한식,외동읍,129.3261834,35.71496014,5.0,핫플레이스
MA010120220809645785,교리김밥봉황대점,기타 간이,황남동,129.2096797,35.83929454,10.7,핫플레이스
MA010120220810659425,족발해,한식,동천동,129.2264584,35.85561793,2.1,로컬상권
MA010120220808000984,노랑통닭경주,기타 간이,용강동,129.2257936,35.86153206,1.6,로컬상권
MA010120220810909368,단석산가는길,한식,건천읍,129.0685014,35.80657665,7.6,핫플레이스
MA010120220808546229,다소미,한식,외동읍,129.3194146,35.71204534,5.0,핫플레이스
MA010120220809946736,불퉁이주막촌,한식,동천동,129.2285118,35.85029074,2.1,로컬상권
MA010120220803387964,위드식당,주점,동천동,129.2232958,35.85651449,2.1,로컬상권
MA010120220811367477,훼미리,서양식,안강읍,129.2280399,35.98781497,3.2,로컬상권
MA010120220809102954,고향해장국,한식,불국동,129.3047517,35.77175971,6.1,핫플레이스
MA010120220808484542,빈카,비알코올 ,보덕동,129.2625886,35.85887117,12.9,핫플레이스
MA010120220808353354,목련,비알코올 ,황남동,129.2077218,35.7917912,10.7,핫플레이스
MA010120220812615175,컴포즈커피,비알코올 ,황성동,129.2134989,35.86601223,3.2,로컬상권
MA010120220803332671,브릴랑,비알코올 ,성건동,129.1931411,35.86036678,3.3,로컬상권
MA010120220809130072,김밥천국,기타 간이,불국동,129.3080897,35.77325446,6.1,핫플레이스
MA010120220813667016,꽃돼지삼겹살,한식,황오동,129.220439,35.84179025,11.3,핫플레이스
MA010120220805117391,카페행복두레,비알코올 ,선도동,129.1968693,35.84024134,2.0,로컬상권
MA010120220806809934,대원식당,한식,불국동,129.328944,35.78506116,6.1,핫플레이스
MA010120220809100680,페리카나치킨,기타 간이,황오동,129.2122854,35.84704962,11.3,핫플레이스
MA010120220808046701,산전샘짬뽕,중식,외동읍,129.3005819,35.71449742,5.0,핫플레이스
MA010120220809110100,화통삼,한식,동천동,129.224465,35.85320404,2.1,로컬상권
MA010120220809100705,해물마당,한식,성건동,129.2071727,35.85583877,3.3,로컬상권
MA010120220809112819,동원국밥,한식,황성동,129.219027,35.86934317,3.2,로컬상권
MA010120220811975378,춘향이,한식,외동읍,129.3129668,35.77252999,5.0,핫플레이스
MA010120220808633446,가고파다방,비알코올 ,감포읍,129.5019856,35.80576596,4.5,로컬상권
MA010120220809129032,소문난암뽕수육,한식,용강동,129.2247301,35.86822847,1.6,로컬상권
MA010120220811627106,커피연두,비알코올 ,선도동,129.1901623,35.82652369,2.0,로컬상권
MA010120220805209037,한동서만나,한식,안강읍,129.1839961,36.00080715,3.2,로컬상권
MA010120220806277626,도담,구내식당·뷔페,안강읍,129.1666481,35.99736458,3.2,로컬상권
MA010120220808445457,베스트웨스턴cafe411,비알코올 ,감포읍,129.4927163,35.77106314,4.5,로컬상권
MA010120220808008096,김가네전통손칼국수,한식,안강읍,129.1955995,36.00018075,3.2,로컬상권
MA010120220812680034,씨네마맥주,주점,현곡면,129.2031779,35.86826543,1.2,로컬상권
MA010120220808027289,고봉민김밥알천점,기타 간이,동천동,129.2305598,35.84912642,2.1,로컬상권
MA010120220809111446,옛날맛돼지국밥,한식,성건동,129.2140472,35.85190082,3.3,로컬상권
MA010120220808800777,홍대카페다방,비알코올 ,강동면,129.2857687,36.0062894,1.8,로컬상권
MA010120220800311196,우회전,한식,선도동,129.1852498,35.84305733,2.0,로컬상권
MA010120220809112635,한돈가,한식,불국동,129.2981554,35.77843654,6.1,핫플레이스
MA010120220807884417,오븐에꾸운닭,기타 간이,불국동,129.3091472,35.77120682,6.1,핫플레이스
MA010120220801148419,김밥나라,기타 간이,외동읍,129.3246717,35.71426853,5.0,핫플레이스
MA010120220809108417,금룡반점,중식,불국동,129.3023495,35.78047371,6.1,핫플레이스
MA010120220809665928,청춘야끼,기타 간이,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220809103679,감자바우,한식,황오동,129.2119066,35.84297487,11.3,핫플레이스
MA010120220809103517,현대해물칼국수,한식,양남면,129.4535981,35.66580103,4.6,로컬상권
MA010120220805116847,분홍이네,기타 간이,황남동,129.2110285,35.83446715,10.7,핫플레이스
MA010120220809128803,퀸,비알코올 ,황오동,129.2093293,35.84222037,11.3,핫플레이스
MA010120220811758458,경주밥집,한식,월성동,129.2221566,35.83870395,7.1,핫플레이스
MA010120220803169599,드림cake,기타 간이,용강동,129.2276112,35.88256463,1.6,로컬상권
MA010120220809114347,다보식당,한식,성건동,129.2028211,35.84337611,3.3,로컬상권
MA010120220809130055,놀러와,주점,동천동,129.2233621,35.85572034,2.1,로컬상권
MA010120220809118430,초당400년순두부,한식,불국동,129.3181188,35.78774828,6.1,핫플레이스
MA010120220808238527,편한술집,주점,황성동,129.2105079,35.86912186,3.2,로컬상권
MA010120220811694722,민이네,한식,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220809124292,홈플러스경주점이디야,비알코올 ,용강동,129.2248649,35.87344299,1.6,로컬상권
MA010120220809110348,황금소숯불,한식,천북면,129.2890167,35.92719049,3.4,로컬상권
MA010120220806758091,빵나무아래,기타 간이,용강동,129.2324945,35.87587834,1.6,로컬상권
MA010120220809104231,이연쌈밥,한식,안강읍,129.1838981,36.00207938,3.2,로컬상권
MA010120220801143688,최박사돼지숯불갈비,한식,용강동,129.2248606,35.86220711,1.6,로컬상권
MA010120220803089770,해바라기룸비지니스,주점,동천동,129.2235439,35.85628463,2.1,로컬상권
MA010120220809110257,백반/한정식,한식,외동읍,129.3236056,35.71636152,5.0,핫플레이스
MA010120220813658165,양남칼국수보리밥,한식,양남면,129.464321,35.68165602,4.6,로컬상권
MA010120220809900473,경주중앙시장목화식당,한식,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220809129639,소낙비식당,한식,외동읍,129.3332409,35.67811512,5.0,핫플레이스
MA010120220812859971,동그라미,비알코올 ,동천동,129.227969,35.84671467,2.1,로컬상권
MA010120220814263003,한양각,중식,산내면,129.0408737,35.75745335,1.0,로컬상권
MA010120220809104925,동해회식당,한식,양남면,129.4741394,35.69061781,4.6,로컬상권
MA010120220809117772,054피자,기타 간이,선도동,129.1781103,35.84380873,2.0,로컬상권
MA010120220809109655,교촌치킨,기타 간이,선도동,129.1876739,35.84227434,2.0,로컬상권
MA010120220809120716,자연단란주점,주점,내남면,129.203572,35.73480346,4.1,로컬상권
MA010120220809111754,평화반점,중식,안강읍,129.2232006,35.99275229,3.2,로컬상권
MA010120220809121034,산갈래닭갈비,한식,성건동,129.2041573,35.85286664,3.3,로컬상권
MA010120220809130949,왕손짜장,중식,황남동,129.2173292,35.82111465,10.7,핫플레이스
MA010120220809127713,저잣거리,한식,황오동,129.2085394,35.84565887,11.3,핫플레이스
MA010120220809336647,안강맛집,한식,안강읍,129.2278899,36.00021582,3.2,로컬상권
MA010120220809109169,복천숯불바베큐,기타 간이,황성동,129.2116072,35.8660561,3.2,로컬상권
MA010120220807114605,틈새커피,비알코올 ,서면,129.049508,35.89340516,0.9,로컬상권
MA010120220809131416,귀빈반점,중식,내남면,129.1987946,35.75075856,4.1,로컬상권
MA010120220812276378,프롬상록,비알코올 ,황남동,129.2118371,35.83648862,10.7,핫플레이스
MA010120220806878296,달:담달달한사랑을담다,기타 간이,안강읍,129.2155324,35.99448903,3.2,로컬상권
MA010120220811943678,꽃신주식,한식,불국동,129.328944,35.78506116,6.1,핫플레이스
MA010120220809114182,이천식당,한식,감포읍,129.5012726,35.80454645,4.5,로컬상권
MA010120220803437538,식당경주,한식,선도동,129.1516055,35.81881354,2.0,로컬상권
MA010120220804322496,교촌치킨,기타 간이,안강읍,129.1964798,36.00153419,3.2,로컬상권
MA010120220805991247,스타벅스보문,비알코올 ,보덕동,129.2859534,35.83880426,12.9,핫플레이스
MA010120220814017295,이디야커피경주북군점,비알코올 ,보덕동,129.2640799,35.85293229,12.9,핫플레이스
MA010120220809102204,국시마을,한식,동천동,129.225574,35.85882401,2.1,로컬상권
MA010120220809103514,굽네치킨성건,기타 간이,황오동,129.2124322,35.84715504,11.3,핫플레이스
MA010120220809111110,대사관식당,주점,용강동,129.2300876,35.87650874,1.6,로컬상권
MA010120220809116895,우주떡방앗간,기타 간이,동천동,129.2259665,35.85465392,2.1,로컬상권
MA010120220810990763,저잣거리생선구이정식,한식,불국동,129.2981096,35.77723003,6.1,핫플레이스
MA010120220810181959,동궁노래궁,주점,동천동,129.223108,35.85652698,2.1,로컬상권
MA010120220809111029,충효식당,한식,황오동,129.2054536,35.84212941,11.3,핫플레이스
MA010120220804692559,10커피하우스,비알코올 ,용강동,129.2313515,35.88564879,1.6,로컬상권
MA010120220809103349,늘푸른참가자미횟집,한식,안강읍,129.1955065,36.00122765,3.2,로컬상권
MA010120220809108418,양지２식당,구내식당·뷔페,외동읍,129.3054988,35.66156595,5.0,핫플레이스
MA010120220809121436,흑장군,한식,건천읍,129.076583,35.83146006,7.6,핫플레이스
MA010120220812316245,상록수,비알코올 ,건천읍,129.1052302,35.84986581,7.6,핫플레이스
MA010120220809925140,옛날집,한식,안강읍,129.2264518,35.99126835,3.2,로컬상권
MA010120220812309873,롯데리아경주,기타 간이,황성동,129.2147058,35.86602602,3.2,로컬상권
MA010120220805544592,지코바치킨,기타 간이,성건동,129.2102478,35.85098866,3.3,로컬상권
MA010120220806874100,청춘야식,한식,양남면,129.4706953,35.70069881,4.6,로컬상권
MA010120220806973395,황남경주식당,한식,황남동,129.2120835,35.83579929,10.7,핫플레이스
MA010120220808039167,천마식당,한식,외동읍,129.3121458,35.68491971,5.0,핫플레이스
MA010120220812510423,순흥숯불고기,한식,외동읍,129.3277912,35.70035023,5.0,핫플레이스
MA010120220811774060,필케트링,구내식당·뷔페,외동읍,129.3165866,35.66967872,5.0,핫플레이스
MA010120220800452220,멕시카나,기타 간이,강동면,129.2767801,35.98948536,1.8,로컬상권
MA010120220812440822,금빛다방,비알코올 ,감포읍,129.5025779,35.80666362,4.5,로컬상권
MA010120220809115596,도깨비반점,중식,안강읍,129.2222362,35.98920211,3.2,로컬상권
MA010120220804727869,청솔다방,비알코올 ,건천읍,129.1017094,35.85149533,7.6,핫플레이스
MA010120220800083482,다홍,비알코올 ,동천동,129.223395,35.8521426,2.1,로컬상권
MA010120220809101847,예송식당,한식,선도동,129.1860359,35.84226812,2.0,로컬상권
MA010120220808535114,와우단란주점,주점,황오동,129.2102144,35.8422131,11.3,핫플레이스
MA010120220806723085,정담,한식,외동읍,129.2862225,35.70611214,5.0,핫플레이스
MA010120220804708454,도솔마을,한식,황남동,129.2111214,35.8370154,10.7,핫플레이스
MA010120220808813391,물레방아생고기,한식,동천동,129.2215456,35.85289766,2.1,로컬상권
MA010120220808833934,감포이견대횟집,한식,감포읍,129.4847943,35.74599919,4.5,로컬상권
MA010120220811488493,정화송이순두부,한식,보덕동,129.262443,35.85141336,12.9,핫플레이스
MA010120220810989472,모화반점,중식,외동읍,129.3320302,35.68129223,5.0,핫플레이스
MA010120220809118408,공원유스텔,한식,불국동,129.3258732,35.78479626,6.1,핫플레이스
MA010120220809124515,하해회식당,한식,감포읍,129.4855869,35.74554131,4.5,로컬상권
MA010120220809168859,부용,중식,현곡면,129.2025766,35.86453713,1.2,로컬상권
MA010120220807063331,이호점,주점,황오동,129.2035599,35.83928082,11.3,핫플레이스
MA010120220811553805,달바다국수랑전,한식,양남면,129.4681054,35.68010981,4.6,로컬상권
MA010120220805331069,대게먹자,한식,안강읍,129.2252196,35.99160658,3.2,로컬상권
MA010120220810145340,중앙시장전통육전,기타 간이,성건동,129.2067435,35.84395286,3.3,로컬상권
MA010120220809108218,경주호명동198빵,기타 간이,강동면,129.2481532,35.97109506,1.8,로컬상권
MA010120220814344915,홍스포차,기타 간이,성건동,129.2060653,35.85502114,3.3,로컬상권
MA010120220813250453,오메가메,주점,동천동,129.2267178,35.85025193,2.1,로컬상권
MA010120220809123002,조가네떡갈비쌈밥.스쿠터,한식,보덕동,129.2848302,35.83629373,12.9,핫플레이스
MA010120220809111386,안동찜닭,한식,황오동,129.2109668,35.84220826,11.3,핫플레이스
MA010120220809102634,우리반점,중식,건천읍,129.1305911,35.82399069,7.6,핫플레이스
MA010120220809130454,현일식당,한식,산내면,129.0449344,35.75715909,1.0,로컬상권
MA010120220809123636,홍기와식당,한식,용강동,129.224723,35.86164201,1.6,로컬상권
MA010120220808559352,수내닭꼬치,한식,황성동,129.2183383,35.86767095,3.2,로컬상권
MA010120220804893690,요리모노,한식,성건동,129.2056366,35.85392974,3.3,로컬상권
MA010120220809113532,초록식품,기타 간이,황오동,129.206485,35.83941634,11.3,핫플레이스
MA010120220809106870,경도기획,기타 간이,불국동,129.3038414,35.77239888,6.1,핫플레이스
MA010120220807028264,다호숯불촌,한식,동천동,129.233556,35.84783631,2.1,로컬상권
MA010120220813888476,남산옥,한식,안강읍,129.2175546,35.99345152,3.2,로컬상권
MA010120220810026118,행복한분식,기타 간이,강동면,129.2741504,35.98748095,1.8,로컬상권
MA010120220804428605,커피톡,비알코올 ,성건동,129.2125237,35.8512441,3.3,로컬상권
MA010120220809118798,땅땅치킨,기타 간이,성건동,129.1921214,35.86071879,3.3,로컬상권
MA010120220809128748,동근이숯불두마리치킨건천점,기타 간이,건천읍,129.1013266,35.84831226,7.6,핫플레이스
MA010120220814126146,테이트모던,기타 간이,성건동,129.1907699,35.86148231,3.3,로컬상권
MA010120220809104229,코모도조선호텔가화정,주점,보덕동,129.2851399,35.84438811,12.9,핫플레이스
MA010120220804983337,카페일라고,비알코올 ,용강동,129.2351789,35.87370195,1.6,로컬상권
